incident_number,highest_offense_description,family_violence,occurred_date,zip_code,council_district,census_tract,clearance_status,category_description
2003920700252,ASSAULT W/INJURY-FAM/DATE VIOL,N,03/11/2003,78705,9,6.03,C,NA
20071280375,FAMILY DISTURBANCE,N,05/08/2007,78721,1,21,N,NA
20042871636,POSSESSION OF MARIJUANA,N,10/13/2004,78757,7,15.04,C,NA
20121750835,TOBACCO VIOL - AGE 17,N,06/23/2012,78746,8,19.11,C,NA
20102060322,CRASH/FAIL STOP AND RENDER AID,N,07/25/2010,78704,5,NA,C,NA
20195014006,HARASSMENT,N,04/04/2019,78757,7,15.05,N,NA
20095038520,THEFT,N,07/08/2009,78753,4,18.23,C,Theft
20075005328,VIOL CITY ORDINANCE - OTHER,N,01/29/2007,78748,2,24.22,NA,NA
20055030107,THEFT,N,06/21/2005,78745,2,24,NA,Theft
2004831395,FAMILY DISTURBANCE,N,03/23/2004,78744,2,24.3,NA,NA
20152671363,THEFT BY SHOPLIFTING,N,09/23/2015,78751,9,3.02,N,Theft
20161901503,DISTURBANCE - OTHER,N,07/08/2016,78727,6,17.86,N,NA
20082041719,CRUELTY TO ANIMALS,N,07/22/2008,78744,2,24.12,NA,NA
20115042406,BURGLARY OF VEHICLE,N,09/05/2011,78741,3,23.14,N,Theft
20163331762,ASSAULT BY CONTACT FAM/DATING,Y,11/28/2016,78741,3,23.18,O,NA
2018681000,AGG ASSAULT FAM/DATE VIOLENCE,Y,03/09/2018,78753,4,18.13,N,Aggravated Assault
20031740892,CRIMINAL MISCHIEF,N,06/23/2003,78705,9,NA,NA,NA
20131631668,FAMILY DISTURBANCE,N,06/12/2013,78729,6,204.08,N,NA
20053322029,EVADING / VEHICLE PURSUIT,N,11/28/2005,78702,1,8.03,N,NA
20095070550,THEFT,N,12/04/2009,78753,4,18.04,N,Theft
20033200521,FAMILY DISTURBANCE,N,11/16/2003,78723,4,NA,NA,NA
20073560793,TERRORISTIC THREAT,Y,12/22/2007,78721,3,21.11,NA,NA
20192591243,FAMILY DISTURBANCE,N,09/16/2019,78745,5,NA,N,NA
20055020585,BURGLARY OF VEHICLE,N,04/30/2005,78701,9,11,C,Theft
2007740182,CRIMINAL TRESPASS/TRANSIENT,N,03/15/2007,78701,9,11,C,NA
2004590031,CRIMINAL MISCHIEF,N,02/28/2004,78758,7,18.49,NA,NA
20163162071,DEBIT CARD ABUSE,N,11/11/2016,78748,5,24.21,N,NA
20061402013,FAMILY DISTURBANCE,N,05/20/2006,78753,4,18.13,NA,NA
20055007736,BURGLARY OF RESIDENCE,N,02/12/2005,78704,5,20.05,NA,Burglary
20155047780,FRAUD - OTHER,N,10/27/2015,78745,3,20.03,N,NA
20182011197,AUTO THEFT,N,07/19/2018,78705,9,NA,N,Auto Theft
20065049931,BURGLARY OF VEHICLE,N,09/20/2006,78741,3,23.18,NA,Theft
20185012940,HARASSMENT,N,03/24/2018,78704,5,13.04,N,NA
20121841789,DEADLY CONDUCT FAM/DATE VIOL,Y,07/02/2012,78741,3,23.12,O,Aggravated Assault
20191300087,FAMILY DISTURBANCE/PARENTAL,N,05/10/2019,78753,4,NA,N,NA
20133610778,AIRPORT PLACES WEAPON PROHIBIT,N,12/27/2013,78719,2,9800,O,NA
20045058740,PROTECTIVE ORDER,N,12/07/2004,78744,2,24.13,NA,NA
20125023089,THEFT OF SERVICE,N,05/03/2012,78758,7,18.5,N,NA
20033460936,CUSTODY ARREST TRAFFIC WARR,N,12/12/2003,78704,9,14,C,NA
2013940819,DISTURBANCE - OTHER,N,04/04/2013,78745,5,17.28,NA,NA
20072250111,AGG ASSAULT FAM/DATE VIOLENCE,Y,08/13/2007,78752,4,NA,O,Aggravated Assault
20051291048,FAMILY DISTURBANCE,N,05/09/2005,78753,4,18,NA,NA
20143290377,BURGLARY OF RESIDENCE,N,11/25/2014,78751,9,3.02,N,Burglary
20102380404,DAMAGE CITY PROP,N,08/26/2010,78748,2,24.22,NA,NA
20172201552,POSSESSION OF MARIJUANA,N,08/08/2017,78753,4,18.06,C,NA
20093610597,CRIMINAL TRESPASS,N,12/27/2009,78752,4,NA,N,NA
2005921587,FAMILY DISTURBANCE,N,04/02/2005,NA,NA,NA,O,NA
20152040162,DWI,N,07/23/2015,78701,9,NA,C,NA
20045009644,CRIMINAL MISCHIEF,N,02/29/2004,NA,NA,NA,NA,NA
20215001165,THEFT,N,01/08/2021,78721,1,21.11,N,Theft
201551826,THEFT,N,01/06/2015,78705,9,6,N,Theft
2018511487,DWI,N,02/20/2018,78703,10,16,C,NA
20115001535,BURGLARY OF VEHICLE,N,01/07/2011,78759,10,25,N,Theft
20112381436,THEFT OF BICYCLE,N,08/26/2011,78752,4,18.12,N,Theft
2014660616,CRIMINAL TRESPASS,N,03/07/2014,78750,6,204.03,N,NA
20178001367,THEFT OF BICYCLE,N,02/24/2017,78741,3,NA,N,Theft
20095065065,TERRORISTIC THREAT,N,11/10/2009,78702,3,9,N,NA
20063170988,FAMILY DISTURBANCE,N,11/13/2006,78704,5,20.04,NA,NA
20101351352,THEFT OF BICYCLE,N,05/15/2010,78741,3,NA,N,Theft
20101682104,WARRANT ARREST NON TRAFFIC,N,06/17/2010,78702,3,9,NA,NA
20102991177,DAMAGE CITY PROP,N,10/26/2010,78701,9,11,N,NA
20042350721,VOCO - ALCOHOL  CONSUMPTION,N,08/22/2004,78701,9,11,C,NA
20202570040,ASSAULT W/INJURY-FAM/DATE VIOL,Y,09/13/2020,78745,2,24.22,C,NA
20095066743,HARASSMENT,N,11/27/2009,78757,7,15,N,NA
20091892141,VOCO AMPLIFIED MUSIC/VEHICLE,N,07/08/2009,78704,5,20.04,C,NA
20133041424,FEDERAL VIOL/OTHER,N,10/31/2013,78719,2,9800,N,NA
20072531777,POSS OF DRUG PARAPHERNALIA,N,09/10/2007,78702,1,NA,C,NA
20175012103,IDENTITY THEFT,N,10/22/2016,78727,7,18.48,N,NA
20082640259,FAILURE TO IDENTIFY,N,09/20/2008,78741,3,23.15,C,NA
20203141279,ASSAULT WITH INJURY,N,11/09/2020,78701,9,11,N,NA
20043300294,FAMILY DISTURBANCE,N,11/25/2004,78702,3,10,N,NA
20051130729,CRIMINAL MISCHIEF,N,04/22/2005,78748,5,17.47,NA,NA
20032140369,FAMILY DISTURBANCE,N,08/02/2003,78748,5,NA,N,NA
20171471473,POSS OF DRUG PARAPHERNALIA,N,05/27/2017,78701,9,11,NA,NA
20125038728,BURGLARY OF VEHICLE,N,08/28/2012,78754,1,18.34,N,Theft
20081042036,WARRANT ARREST NON TRAFFIC,N,04/13/2008,78701,1,11,NA,NA
20105046015,CRIMINAL MISCHIEF,N,08/29/2010,78748,2,24.22,N,NA
2011912580,ASSAULT WITH INJURY,N,04/01/2011,78758,4,NA,N,NA
20062522092,INJ/CHILD FV (NO CARE/CUSTODY),Y,09/09/2006,78723,1,21.07,C,NA
20032871836,PUBLIC INTOXICATION,N,10/14/2003,78704,9,NA,C,NA
20042521230,BURGLARY OF VEHICLE,N,09/08/2004,78746,8,19.17,C,Theft
20173040146,BURGLARY NON RESIDENCE,N,10/31/2017,78756,10,NA,C,Burglary
20135004890,THEFT,N,02/01/2013,78745,2,24,N,Theft
20162690830,FAMILY DISTURBANCE,N,09/25/2016,78741,3,23.13,N,NA
20035014721,THEFT,N,07/22/2003,78745,3,20.03,NA,Theft
20055019765,THEFT,N,04/26/2005,78758,4,18.2,NA,Theft
20155015939,RUNAWAY CHILD,N,04/15/2015,78704,3,13,N,NA
20105035462,THEFT,N,07/08/2010,78741,3,23,N,Theft
20065016214,BURGLARY OF VEHICLE,N,03/31/2006,78758,4,18.22,NA,Theft
2018650360,VIOL CITY ORDINANCE - OTHER,N,03/06/2018,78749,8,17.37,NA,NA
20072240407,PUBLIC INTOXICATION,N,08/12/2007,78723,1,21.13,C,NA
20163110370,DWI,N,11/06/2016,78741,3,23.15,C,NA
20162030492,FAMILY DISTURBANCE/PARENTAL,N,07/21/2016,78617,2,24.33,NA,NA
2005902343,DOC FIGHTING,N,03/31/2005,78701,9,11,NA,NA
2008261646,DISTURBANCE - OTHER,N,01/26/2008,78745,5,NA,N,NA
201861144,FRAUD - OTHER,N,01/06/2018,78758,4,NA,N,NA
20085047311,BURGLARY OF VEHICLE,N,09/06/2008,78753,4,18,NA,Theft
20055050199,THEFT,N,09/23/2005,78745,2,24.1,NA,Theft
20215001346,FRAUD - OTHER,N,12/30/2020,78613,6,NA,N,NA
20085002954,BURGLARY OF VEHICLE,N,01/16/2008,78759,10,17,NA,Theft
20173380153,FAMILY DISTURBANCE,N,12/04/2017,78741,3,NA,N,NA
20193501681,FAMILY DISTURBANCE,N,12/16/2019,78754,1,18.42,NA,NA
2013120218,FAMILY DISTURBANCE,N,01/12/2013,78758,7,18.44,C,NA
20102892322,CUSTODY ARREST TRAFFIC WARR,N,10/16/2010,78702,1,8.02,C,NA
20151611686,UNLAWFUL CARRY-LIC HOLDER,N,06/10/2015,78753,7,18.39,N,NA
20175016730,SEXUAL ASSAULT OF CHILD/OBJECT,Y,04/24/2017,78758,4,18.2,N,Rape
20101451537,ASSAULT W/INJURY-FAM/DATE VIOL,Y,05/25/2010,78749,8,NA,C,NA
20192250722,THEFT OF TRAILER,N,08/13/2019,78753,1,NA,N,Theft
2012671628,VIOL STATE LAW - OTHER,N,03/07/2012,78702,3,9,NA,NA
20111651610,DWI,N,06/14/2011,78751,9,NA,C,NA
2015750056,INTERFERENCE PUBLIC DUTIES,N,03/16/2015,78701,9,11,NA,NA
2020440004,FALSE REPORT TO PEACE OFFICER,N,02/13/2020,78747,5,NA,N,NA
20112860491,CUSTODY ARREST TRAFFIC WARR,N,10/13/2011,78753,4,NA,C,NA
20141801052,CRIMINAL TRESPASS/TRANSIENT,N,06/29/2014,78758,4,18,N,NA
20152150878,CRIMINAL MISCHIEF,N,08/03/2015,78758,4,NA,N,NA
20102001658,FAMILY DISTURBANCE,N,07/19/2010,78758,7,NA,C,NA
20161671926,DOC WINDOW PEEPING-RESIDENCE,N,06/15/2016,78751,9,3.02,N,NA
20113450084,POSS CONTROLLED SUB/NARCOTIC,N,12/11/2011,78724,NA,NA,C,NA
20103641445,THEFT BY SHOPLIFTING,N,12/26/2010,78746,8,19.1,N,Theft
20081382385,VIOL STATE LAW - OTHER,N,05/17/2008,78701,9,11,C,NA
20185025090,CRED CARD ABUSE - OTHER,N,06/27/2018,78749,8,17.49,N,NA
2010572239,ASSAULT W/INJURY-FAM/DATE VIOL,Y,02/26/2010,78749,8,17.37,N,NA
2003320170734,CUSTODY ARREST TRAFFIC WARR,N,01/17/2003,78719,2,9800,C,NA
20205042439,IDENTITY THEFT,N,09/11/2020,78730,10,NA,N,NA
20123270364,BURGLARY OF VEHICLE,N,11/22/2012,78735,8,19.14,N,Theft
20122511544,POSS CONTROLLED SUB/NARCOTIC,N,09/07/2012,78744,3,NA,C,NA
20105040104,VIOL OF COURT ORDER-NON EPO-PO,N,07/31/2010,78748,8,NA,N,NA
20202200825,AUTO THEFT,N,08/07/2020,78751,4,NA,N,Auto Theft
20082780416,THEFT,N,10/04/2008,78704,5,19,C,Theft
2003924369921,BURGLARY OF RESIDENCE,N,02/13/2003,78741,3,23.15,N,Burglary
20085022034,CRIMINAL MISCHIEF,N,04/29/2008,78741,3,23.12,NA,NA
20055021097,THEFT,N,05/03/2005,78744,2,24.13,NA,Theft
20113221174,DISTURBANCE - OTHER,N,11/18/2011,78731,10,17.19,N,NA
2018630238,DWI,N,03/04/2018,78759,10,NA,C,NA
20161051808,UNLAWFUL CARRYING WEAPON,N,04/14/2016,78703,9,NA,C,NA
20122250340,FAMILY DISTURBANCE,N,08/12/2012,78741,3,NA,N,NA
20145001379,HARASSMENT,N,01/09/2014,78745,2,24.24,N,NA
20163061675,CUSTODY ARREST TRAFFIC WARR,N,11/01/2016,78757,7,18.18,C,NA
20113090767,BURGLARY OF RESIDENCE,N,11/05/2011,78723,1,21.06,N,Burglary
20061220409,URINATING IN PUBLIC PLACE,N,05/02/2006,78702,3,9.02,C,NA
20102340893,CRIMINAL TRESPASS,N,08/22/2010,78724,1,NA,N,NA
20185006093,THEFT,N,02/16/2018,78746,NA,NA,N,Theft
20121251439,FAMILY DISTURBANCE,N,05/04/2012,78746,8,19.11,N,NA
20153500554,PUBLIC INTOXICATION,N,12/16/2015,78702,1,NA,C,NA
2011970401,FELONY ENHANCEMENT/ASSLT W/INJ,Y,04/07/2011,78723,1,NA,C,NA
20171341703,DOC WINDOW PEEPING - PUB AREA,N,05/15/2017,78751,9,3.05,C,NA
20061882383,ASSAULT W/INJURY-FAM/DATE VIOL,Y,07/07/2006,78759,10,17,C,NA
200431439,DISTURBANCE - OTHER,N,01/03/2004,78744,2,24.13,N,NA
20072241742,ASSAULT BY THREAT,N,08/12/2007,78753,4,18,N,NA
20045046987,BURGLARY OF RESIDENCE,N,09/28/2004,78745,5,17.12,NA,Burglary
20033020357,AUTO THEFT,Y,10/25/2003,78747,5,24.28,NA,Auto Theft
20102511297,FAMILY DISTURBANCE,N,09/08/2010,78747,2,NA,NA,NA
2011321710,THEFT OF SERVICE,N,02/01/2011,78704,9,13,C,NA
20123051539,BURGLARY OF RESIDENCE,N,10/31/2012,78744,2,24.13,N,Burglary
20093252211,POSS CONTROLLED SUB/NARCOTIC,N,11/21/2009,78702,3,9,C,NA
20031851574,BURGLARY OF RESIDENCE,N,07/04/2003,78753,7,NA,NA,Burglary
20173461097,DEL CONTROLLED SUB/NARCOTIC,N,12/13/2017,78704,5,20,C,NA
20161101060,WARRANT ARREST NON TRAFFIC,N,04/19/2016,78753,4,18,C,NA
20041472131,BURGLARY OF VEHICLE,N,05/26/2004,78752,4,15,NA,Theft
2014300150,DWI,N,01/30/2014,78704,9,NA,C,NA
20055019571,BURGLARY OF VEHICLE,N,04/24/2005,78741,3,23.04,NA,Theft
20135009311,BURGLARY OF VEHICLE,N,03/03/2013,78723,1,21.06,N,Theft
2015450128,POSSESSION OF MARIJUANA,N,02/14/2015,78729,6,204.08,C,NA
2010581950,ASSAULT W/INJURY-FAM/DATE VIOL,Y,02/27/2010,78753,4,18.04,C,NA
20171741102,AIRPORT PLACES WEAPON PROHIBIT,N,06/23/2017,78719,2,9800,N,NA
20195047818,THEFT OF LICENSE PLATE,N,11/19/2019,78752,4,NA,N,Theft
20082472512,CRIMINAL TRESPASS/TRANSIENT,N,09/04/2008,78741,9,14.03,C,NA
20191571018,POSSESSION OF MARIJUANA,N,06/06/2019,78758,7,18.49,C,NA
20071110563,AUTO THEFT,N,04/21/2007,NA,NA,NA,C,Auto Theft
20121501380,BURGLARY OF RESIDENCE,N,05/29/2012,78753,1,18.32,N,Burglary
20085024824,BURGLARY NON RESIDENCE,N,05/14/2008,78741,3,23.17,C,Burglary
20075040485,HARASSMENT,N,08/03/2007,78744,2,NA,NA,NA
20081190039,VIOL CITY ORDINANCE - OTHER,N,04/28/2008,78741,3,23,C,NA
20145021377,THEFT,N,05/10/2014,78701,9,11,N,Theft
20122900902,FAMILY DISTURBANCE,N,10/16/2012,78758,7,NA,NA,NA
20133131083,BURGLARY OF RESIDENCE,N,11/09/2013,78759,10,17.22,NA,Burglary
2013680780,BURGLARY NON RESIDENCE,N,03/09/2013,78741,3,23.13,N,Burglary
20092021856,ASSAULT WITH INJURY,N,07/21/2009,78741,9,14,C,NA
20075021204,IDENTITY THEFT,N,03/22/2007,78728,NA,18.53,NA,NA
20131450879,THEFT BY SHOPLIFTING,N,05/25/2013,78758,7,18.49,C,Theft
20075058429,BURGLARY OF VEHICLE,N,11/01/2007,78752,4,NA,NA,Theft
20193540522,AUTO THEFT,N,12/19/2019,78704,3,NA,N,Auto Theft
20121602031,UNLAWFUL CARRY-LIC HOLDER,N,06/08/2012,78701,9,11,C,NA
2016591498,WARRANT ARREST NON TRAFFIC,N,02/28/2016,78756,9,NA,C,NA
20163041682,AGG ASSAULT,N,10/30/2016,78702,3,10,N,Aggravated Assault
20195005886,BURGLARY OF VEHICLE,N,02/09/2019,78759,7,NA,N,Theft
20092691989,ASSAULT WITH INJURY,N,09/26/2009,78701,1,NA,N,NA
20053541823,DWI,N,12/20/2005,78735,8,NA,N,NA
20075023678,CRIMINAL MISCHIEF,N,05/11/2007,78725,3,NA,NA,NA
20065051759,CRIMINAL MISCHIEF,N,09/30/2006,78748,5,NA,NA,NA
2013151750,FAMILY DISTURBANCE,N,01/15/2013,78748,5,17.48,NA,NA
20053480668,DEL CONTROLLED SUB/NARCOTIC,N,12/14/2005,78702,1,8.03,NA,NA
20141031347,ASSAULT W/INJURY-FAM/DATE VIOL,Y,04/13/2014,78617,2,24.33,N,NA
20122211815,DISTURBANCE - OTHER,N,08/08/2012,78747,2,NA,N,NA
20173570499,BURGLARY OF RESIDENCE,N,12/23/2017,78617,2,24.33,N,Burglary
20085038493,IDENTITY THEFT,N,04/24/2008,78704,5,19.01,NA,NA
2008812356,WARRANT ARREST NON TRAFFIC,N,03/21/2008,78727,7,18.46,C,NA
20105022601,ASSAULT BY THREAT FAM/DATING,N,09/01/2009,78723,1,NA,N,NA
20053371017,SUSPICIOUS PERSON,N,12/03/2005,78723,1,21.13,NA,NA
20203481268,FAMILY DISTURBANCE,N,12/13/2020,78752,4,NA,NA,NA
2015860676,CAMPING IN PARK,N,03/27/2015,78703,10,16,C,NA
20075065856,THEFT,N,12/10/2007,78747,2,24.26,NA,Theft
20051971298,FAMILY DISTURBANCE,N,07/16/2005,78749,8,NA,NA,NA
20032881466,THEFT,N,10/15/2003,78745,NA,1712,NA,Theft
20031890317,CUSTODY ARREST TRAFFIC WARR,N,07/08/2003,78758,4,18.22,C,NA
20075000740,THEFT,N,01/04/2007,78704,3,23.08,NA,Theft
20203581318,AUTO THEFT,N,12/23/2020,78750,6,NA,N,Auto Theft
2005481493,ASSAULT BY CONTACT,N,02/15/2005,78758,4,18.2,O,NA
20102980640,THEFT FROM PERSON,N,10/25/2010,78753,4,NA,N,Theft
2019462154,DOC DISCHARGE GUN - PUB PLACE,N,02/16/2019,78723,1,21.04,NA,NA
20123430051,ASSAULT W/INJURY-FAM/DATE VIOL,Y,12/08/2012,78741,3,23.04,O,NA
20082141193,ASSAULT W/INJURY-FAM/DATE VIOL,Y,08/01/2008,78741,3,NA,C,NA
20055014699,BURGLARY NON RESIDENCE,N,03/28/2005,78745,2,NA,NA,Burglary
20095070568,THEFT,N,08/01/2009,78758,7,18.5,N,Theft
2011462029,FAMILY DISTURBANCE,N,02/15/2011,78705,9,NA,N,NA
20062260523,CUSTODY ARREST TRAFFIC WARR,N,08/14/2006,78702,3,9.02,C,NA
20061591975,VIOL OF EMERG PROTECTIVE ORDER,Y,06/08/2006,78741,3,23.12,O,NA
20175040935,CRIMINAL MISCHIEF,N,10/11/2017,78704,9,NA,N,NA
20085058194,COUNTERFEITING,N,10/31/2008,78741,3,23.04,N,NA
20043521089,ROBBERY BY ASSAULT,N,12/17/2004,78757,7,15.05,NA,Robbery
20055031340,CRIMINAL MISCHIEF,N,06/27/2005,78723,1,NA,NA,NA
20185011668,THEFT OF LICENSE PLATE,N,03/28/2018,78748,5,24,N,Theft
20145028790,DOC ABUSE OR THREAT,N,06/29/2014,78741,3,23.13,N,NA
20143521671,POSS CONTROLLED SUB/NARCOTIC,N,12/18/2014,78753,4,NA,C,NA
2009262189,CUSTODY ARREST TRAFFIC WARR,N,01/26/2009,78717,6,203.11,NA,NA
2009321631,THEFT,N,02/01/2009,78705,9,6,C,Theft
20193061953,PUBLIC INTOXICATION,N,11/02/2019,78752,4,18,C,NA
20165030835,THEFT,N,07/27/2016,78745,5,17.13,N,Theft
20032051643,CUSTODY ARREST TRAFFIC WARR,N,07/23/2003,78701,9,11,C,NA
20115058191,FORGERY - OTHER,N,12/16/2011,78729,6,204,N,NA
20041880569,AUTO THEFT,N,07/05/2004,78741,3,23.12,NA,Auto Theft
20045007713,BURGLARY OF VEHICLE,N,02/17/2004,78759,6,17.54,NA,Theft
20052171333,PUBLIC INTOXICATION,N,08/05/2005,78741,3,23.15,C,NA
20135015718,BURGLARY OF VEHICLE,N,04/12/2013,78702,3,NA,N,Theft
20095051082,ROBBERY BY ASSAULT,N,03/01/2008,78702,3,9,N,Robbery
20205012303,VIOL OF PROTECTIVE ORDER,N,03/26/2020,78725,1,22,C,NA
20111030981,DISTURBANCE - OTHER,N,04/13/2011,78704,9,14,N,NA
20111200204,DOC FIGHTING,N,04/30/2011,78702,3,9.02,C,NA
2004671825,ASSAULT W/INJURY-FAM/DATE VIOL,Y,03/07/2004,78751,9,NA,NA,NA
20095055061,BURGLARY OF VEHICLE,N,09/28/2009,78705,9,NA,N,Theft
20153481615,FAMILY DISTURBANCE,N,12/14/2015,78745,3,20,N,NA
20173060432,AUTO THEFT,N,11/02/2017,78744,2,NA,C,Auto Theft
2018400014,POSSESSION OF MARIJUANA,N,02/09/2018,78744,2,NA,C,NA
2016711777,DATING DISTURBANCE,N,03/11/2016,78758,4,NA,N,NA
20163280490,ASSAULT W/INJURY-FAM/DATE VIOL,Y,11/23/2016,78702,1,8.02,C,NA
20171840685,ASSAULT BY THREAT,N,07/03/2017,78741,3,NA,N,NA
20151422021,FAMILY DISTURBANCE,N,05/22/2015,78747,5,24.28,N,NA
20173500092,DWI,N,12/16/2017,78703,9,12,C,NA
20051932135,POSS OF DRUG PARAPHERNALIA,N,07/12/2005,78702,3,9.02,C,NA
20192510027,PUBLIC INTOXICATION,N,09/08/2019,78701,9,11,C,NA
20075001955,BURGLARY OF VEHICLE,N,01/11/2007,78744,2,24.13,NA,Theft
20052590530,PUBLIC INTOXICATION,N,09/16/2005,78701,1,NA,C,NA
20103032196,DWI,N,10/30/2010,78741,9,14,C,NA
20143400622,CRIMINAL MISCHIEF,N,12/06/2014,78753,1,18.32,N,NA
20192190246,CRIMINAL MISCHIEF,N,08/07/2019,78753,7,18.26,N,NA
20193151547,BURGLARY OF RESIDENCE,N,11/11/2019,78660,1,NA,N,Burglary
2005231066,FAMILY DISTURBANCE,N,01/23/2005,78758,4,NA,NA,NA
20082910804,URINATING IN PUBLIC PLACE,N,10/17/2008,78702,3,9,NA,NA
20201450991,DISTURBANCE - OTHER,N,05/24/2020,78729,6,NA,N,NA
20181401180,THEFT,N,05/20/2018,78745,3,NA,N,Theft
2013650655,CRIMINAL MISCHIEF,N,03/06/2013,78753,4,NA,N,NA
20091882236,CUSTODY ARREST TRAFFIC WARR,N,07/08/2009,78741,3,23.18,C,NA
20065032901,BURGLARY OF VEHICLE,N,06/25/2006,78757,7,18.18,NA,Theft
20155006984,FORGERY AND PASSING,N,02/13/2015,78753,4,18.04,N,NA
20175031535,THEFT OF BICYCLE,N,08/04/2017,78704,5,NA,N,Theft
20085060599,HARASSMENT,N,11/12/2008,78753,4,NA,N,NA
20105043681,BURGLARY OF COIN-OP MACHINE,N,08/17/2010,78759,7,18.49,N,Theft
20081580439,AUTO THEFT,N,06/05/2008,78754,1,18.34,NA,Auto Theft
20152311828,WARRANT ARREST NON TRAFFIC,N,08/19/2015,78701,9,11,C,NA
20105055427,THEFT OF AUTO PARTS,N,10/16/2010,78729,6,204,N,Theft
20081490093,PUBLIC INTOXICATION,N,05/28/2008,78752,4,NA,NA,NA
20032931479,DWI,N,10/20/2003,78741,9,14.03,C,NA
20071231011,DISTURBANCE - OTHER,N,05/03/2007,78745,5,20.02,NA,NA
20092530155,DWI 2ND,N,09/10/2009,78724,1,NA,C,NA
2006361654,FAMILY DISTURBANCE,N,02/05/2006,78745,5,17.5,N,NA
20095060806,BURGLARY OF VEHICLE,N,10/28/2009,78757,7,NA,N,Theft
20095017586,BURGLARY OF VEHICLE,N,03/28/2009,78617,2,24.33,N,Theft
20073120203,DWI,N,11/08/2007,78731,10,17.19,C,NA
20035003798,HARASSMENT,N,07/31/2003,78723,1,21.13,O,NA
20101500342,CRASH/FAIL STOP AND RENDER AID,N,05/30/2010,78744,2,24.31,N,NA
20191670243,DWI,N,06/16/2019,78758,7,18.5,C,NA
2010160108,RETALIATION,N,01/16/2010,78701,9,NA,C,NA
2019330625,ASSAULT W/INJURY-FAM/DATE VIOL,Y,02/02/2019,78758,7,18.26,N,NA
201080255,DWI,N,01/08/2010,78702,3,10,C,NA
20175016738,CRED CARD ABUSE - OTHER,N,03/03/2017,78759,10,17.57,N,NA
2021670849,FAMILY DISTURBANCE,N,03/08/2021,78701,9,11,N,NA
20173500794,FAMILY DISTURBANCE,N,12/16/2017,78744,2,NA,NA,NA
20122271056,BURGLARY NON RESIDENCE,N,08/10/2012,78704,5,13.04,N,Burglary
20122871530,PUBLIC INTOXICATION,N,10/13/2012,78701,9,11,C,NA
2003921260724,FAMILY DISTURBANCE,N,05/06/2003,78723,1,NA,N,NA
20105055521,DEBIT CARD ABUSE,N,08/30/2010,78745,5,17.29,N,NA
20085011228,HARASSMENT,N,02/28/2008,78753,1,NA,O,NA
20205050732,IDENTITY THEFT,N,12/11/2020,78741,3,23.14,N,NA
2017990823,BURGLARY NON RESIDENCE,N,04/08/2017,78724,1,NA,N,Burglary
20092101370,FAMILY DISTURBANCE,N,07/29/2009,78753,4,NA,NA,NA
20055034330,MONEY LAUNDERING,N,07/27/2005,78664,NA,207.06,NA,NA
20165038870,HARASSMENT,N,09/19/2016,78722,1,NA,N,NA
20055040259,THEFT,N,08/06/2005,78759,10,17.06,NA,Theft
2004711624,EXPIRED-ATT SEXUAL ASSAULT,N,03/11/2004,78751,9,NA,NA,Rape
2010511017,CRIMINAL TRESPASS/TRANSIENT,N,02/20/2010,78745,5,NA,NA,NA
20191090865,FAMILY DISTURBANCE,N,04/19/2019,78702,1,NA,N,NA
201731187,ASSAULT BY CONTACT FAM/DATING,Y,01/03/2017,78744,2,NA,O,NA
20051981812,HARASSMENT,N,07/17/2005,78753,4,18.33,O,NA
20142630803,FAMILY DISTURBANCE/PARENTAL,N,09/20/2014,78748,5,17.72,NA,NA
201752078,POSS OF DRUG PARAPHERNALIA,N,01/05/2017,78745,2,NA,N,NA
20045029700,ASSAULT BY CONTACT,N,06/23/2004,78701,9,11,O,NA
20112351056,ASSAULT W/INJURY-FAM/DATE VIOL,Y,08/23/2011,78751,9,3.04,O,NA
20082831563,RUNAWAY CHILD,N,10/09/2008,78750,6,17.82,N,NA
20188000479,THEFT,N,01/27/2018,78759,6,17.54,N,Theft
2013630428,DWI,N,03/04/2013,78723,4,21,C,NA
20065026511,THEFT,N,05/23/2006,78748,5,17.48,NA,Theft
2012121760545,DAMAGE CITY PROP,N,06/24/2012,78758,7,18.5,N,NA
20201451745,FAMILY DISTURBANCE,N,05/24/2020,78745,2,24.24,N,NA
200540874,CRIMINAL MISCHIEF,N,01/04/2005,78704,5,19.01,NA,NA
20105024191,BURGLARY OF RESIDENCE,N,05/08/2010,78704,5,20.04,N,Burglary
20161901074,ASSAULT BY CONTACT FAM/DATING,Y,07/08/2016,78748,5,24.23,N,NA
2006880244,WARRANT ARREST NON TRAFFIC,N,03/29/2006,78701,9,7,C,NA
2020751450,FAMILY DISTURBANCE,N,03/15/2020,78744,2,24.13,N,NA
20041010206,ASSAULT W/INJURY-FAM/DATE VIOL,N,04/10/2004,78757,7,18.18,NA,NA
2007790157,POSS DANG DRUG,N,03/20/2007,78704,9,14.01,NA,NA
20071980104,VIOL CITY ORDINANCE - OTHER,N,07/17/2007,78753,4,NA,C,NA
20162581062,PUBLIC INTOXICATION,N,09/14/2016,78735,8,NA,C,NA
20033371521,DEL CONTROLLED SUB/NARCOTIC,N,12/03/2003,78751,9,3,NA,NA
2014981189,ASSAULT WITH INJURY,N,04/08/2014,78723,1,21,N,NA
20152101327,FAMILY DISTURBANCE,N,07/29/2015,78724,1,22.11,N,NA
